fraudulent,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,located_in_US,low_required_education,money_in_title,money_in_description,consecutive_punctuation,des_avg_sent_length,has_no_company_profile,has_short_company_profile,has_short_description,has_short_requirements
1,0,48,47,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,63,316,67,111,1,1,0,0,,,,0,0.0,0,0,0,0
1,79,124,59,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,89,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,90,35,24,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,80,132,0,1,1,0,0,,,,0,0.0,1,1,0,0
0,126,57,89,79,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,105,49,45,0,0,0,0,,,,0,0.0,1,1,0,0
0,89,37,102,12,0,0,0,0,,,,0,0.0,0,0,0,0
1,0,304,94,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,116,277,22,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,130,103,60,44,1,1,0,0,,,,0,0.0,0,0,0,0
0,8,20,13,3,1,1,0,0,,,,0,0.0,0,1,0,0
0,16,37,27,30,1,1,1,0,,,,0,0.0,0,0,0,0
1,96,155,12,17,1,1,1,0,,,,0,0.0,0,0,0,0
0,38,154,92,11,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,54,121,98,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,87,0,0,1,1,1,0,,,,0,0.0,1,1,0,1
1,0,42,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,63,102,54,266,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,41,69,10,1,1,1,0,,,,0,0.0,1,1,0,0
0,55,94,20,8,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,41,6,3,0,0,0,0,,,,0,0.0,1,1,0,1
0,211,216,75,104,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,167,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,97,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,269,292,190,124,1,1,1,0,,,,0,0.0,0,0,0,0
0,229,135,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
1,0,45,14,53,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,101,26,20,0,0,0,0,,,,0,0.0,1,1,0,0
0,247,144,165,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,287,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,68,17,54,0,0,0,0,,,,0,0.0,1,1,0,0
0,128,103,61,15,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,115,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,125,92,34,20,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,88,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,124,309,64,70,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,27,5,8,0,0,0,0,,,,0,0.0,1,1,0,1
0,20,55,0,6,1,1,1,0,,,,0,0.0,0,0,0,1
1,0,63,0,26,0,0,0,0,,,,0,0.0,1,1,0,1
1,125,270,38,47,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,171,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,76,45,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,146,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,79,64,89,79,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,60,13,14,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,133,265,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,77,63,7,2,1,1,0,0,,,,0,0.0,0,0,0,1
1,0,43,6,9,0,0,0,0,,,,0,0.0,1,1,0,1
1,7,172,4,18,1,1,0,0,,,,0,0.0,0,1,0,1
0,80,53,134,28,1,1,1,0,,,,0,0.0,0,0,0,0
0,61,49,16,19,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,45,14,53,0,0,0,0,,,,0,0.0,1,1,0,0
0,67,80,96,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,38,43,17,0,0,0,0,,,,0,0.0,1,1,0,0
0,49,100,88,29,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,131,50,31,0,0,0,0,,,,0,0.0,1,1,0,0
0,11,127,22,35,1,1,1,0,,,,0,0.0,0,0,0,0
0,10,38,20,3,1,1,1,0,,,,0,0.0,0,0,0,0
0,166,135,61,25,1,1,1,0,,,,0,0.0,0,0,0,0
0,96,145,64,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,71,43,12,5,1,1,0,0,,,,0,0.0,0,0,0,0
0,52,112,72,21,1,1,0,0,,,,0,0.0,0,0,0,0
1,36,141,98,162,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,401,144,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,77,200,144,56,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,119,121,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,77,322,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,21,53,24,1,1,1,0,,,,0,0.0,1,1,0,0
1,111,102,271,85,1,1,1,0,,,,0,0.0,0,0,0,0
0,18,118,0,0,1,1,1,0,,,,0,0.0,0,0,0,1
0,103,112,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
1,45,163,402,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,72,221,121,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,45,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,49,135,18,8,1,1,0,0,,,,0,0.0,0,0,0,0
0,127,424,1,3,1,1,1,0,,,,0,0.0,0,0,0,1
0,149,156,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
1,0,17,2,49,0,0,0,0,,,,0,0.0,1,1,0,1
0,78,150,81,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,144,37,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,12,70,3,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,78,170,80,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,41,69,10,1,1,1,0,,,,0,0.0,1,1,0,0
1,70,289,43,62,1,1,1,0,,,,0,0.0,0,0,0,0
0,48,220,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
1,41,454,79,22,1,1,0,0,,,,0,0.0,0,0,0,0
1,41,220,68,22,1,1,0,0,,,,0,0.0,0,0,0,0
0,85,57,202,41,1,1,1,0,,,,0,0.0,0,0,0,0
1,7,85,4,6,1,1,1,0,,,,0,0.0,0,1,0,1
1,47,58,36,31,1,1,1,0,,,,0,0.0,0,0,0,0
0,222,251,160,85,1,1,1,0,,,,0,0.0,0,0,0,0
1,96,219,76,22,1,1,1,0,,,,0,0.0,0,0,0,0
0,67,108,72,81,0,0,1,0,,,,0,0.0,0,0,0,0
0,30,149,51,27,1,1,0,0,,,,0,0.0,0,0,0,0
1,125,253,55,87,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,226,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,117,174,0,0,1,1,1,0,,,,0,0.0,0,0,0,1
0,120,195,112,45,1,1,0,0,,,,0,0.0,0,0,0,0
1,47,116,163,56,1,1,1,0,,,,0,0.0,0,0,0,0
0,100,39,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
1,0,19,7,8,0,0,0,0,,,,0,0.0,1,1,0,1
0,155,193,70,35,1,1,0,0,,,,0,0.0,0,0,0,0
0,69,342,59,82,1,1,0,0,,,,0,0.0,0,0,0,0
0,37,104,104,23,1,1,1,0,,,,0,0.0,0,0,0,0
0,78,184,81,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,166,91,64,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,108,55,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,219,36,68,0,0,0,0,,,,0,0.0,1,1,0,0
1,49,135,18,8,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,168,168,168,0,0,0,0,,,,0,0.0,1,1,0,0
1,45,163,402,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,38,306,30,13,1,1,1,0,,,,0,0.0,0,0,0,0
1,75,59,28,31,1,1,0,0,,,,0,0.0,0,0,0,0
0,87,259,164,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,88,78,46,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,66,223,110,171,1,1,0,0,,,,0,0.0,0,0,0,0
0,99,115,57,18,1,1,0,0,,,,0,0.0,0,0,0,0
0,78,168,82,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,72,502,160,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,215,22,25,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,218,101,14,0,0,0,0,,,,0,0.0,1,1,0,0
1,41,145,109,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,60,13,19,0,0,0,0,,,,0,0.0,1,1,0,0
0,136,90,13,33,1,1,0,0,,,,0,0.0,0,0,0,0
0,175,49,128,49,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,91,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,41,33,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,93,131,79,71,1,1,1,0,,,,0,0.0,0,0,0,0
0,78,158,92,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,68,17,54,0,0,0,0,,,,0,0.0,1,1,0,0
0,42,62,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,55,98,44,19,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,88,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,111,141,98,160,1,1,1,0,,,,0,0.0,0,0,0,0
0,125,130,208,40,1,1,1,0,,,,0,0.0,0,0,0,0
0,10,43,16,3,1,1,1,0,,,,0,0.0,0,0,0,0
0,49,199,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,105,142,46,40,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,222,122,108,1,1,1,0,,,,0,0.0,1,1,0,0
1,0,248,91,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,45,14,53,0,0,0,0,,,,0,0.0,1,1,0,0
0,86,225,196,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,60,13,14,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,38,53,17,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,91,0,26,0,0,0,0,,,,0,0.0,1,1,0,1
1,111,180,40,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,75,59,28,31,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,88,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,180,139,400,13,1,1,1,0,,,,0,0.0,0,0,0,0
0,25,128,0,0,0,0,0,0,,,,0,0.0,0,0,0,1
0,0,138,67,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,47,116,163,56,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,151,33,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,70,38,95,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,0,479,44,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,152,13,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,79,23,21,0,0,0,0,,,,0,0.0,1,1,0,0
1,36,392,64,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,67,18,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,46,174,130,55,0,0,0,0,,,,0,0.0,0,0,0,0
0,254,61,124,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,101,17,80,0,0,0,0,,,,0,0.0,1,1,0,0
1,81,93,88,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,41,220,68,22,1,1,0,0,,,,0,0.0,0,0,0,0
1,111,33,121,119,1,1,1,0,,,,0,0.0,0,0,0,0
0,66,333,113,115,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,119,9,0,0,0,1,0,,,,0,0.0,1,1,0,1
1,0,215,22,25,0,0,1,0,,,,0,0.0,1,1,0,0
0,151,50,32,32,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,331,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,88,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,149,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,44,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,86,133,53,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,50,227,98,22,1,1,1,0,,,,0,0.0,0,0,0,0
0,53,172,54,12,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,51,36,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,15,183,78,53,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,44,9,6,0,0,0,0,,,,0,0.0,1,1,0,1
1,63,270,77,220,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,42,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,10,37,19,3,1,1,0,0,,,,0,0.0,0,0,0,0
0,78,149,95,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,0,181,67,3,0,0,0,0,,,,0,0.0,1,1,0,0
1,38,25,216,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,88,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,0,175,84,45,1,1,0,0,,,,0,0.0,1,1,0,0
1,49,135,18,8,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,44,36,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,111,95,13,5,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,215,22,25,0,0,1,0,,,,0,0.0,1,1,0,0
0,128,94,24,35,1,1,1,0,,,,0,0.0,0,0,0,0
1,50,50,27,28,0,0,0,0,,,,0,0.0,0,0,0,0
0,125,149,61,29,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,78,67,0,1,1,0,0,,,,0,0.0,1,1,0,0
1,41,281,21,22,1,1,0,0,,,,0,0.0,0,0,0,0
1,45,20,54,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,63,102,54,266,1,1,1,0,,,,0,0.0,0,0,0,0
0,50,37,29,8,1,1,0,0,,,,0,0.0,0,0,0,0
0,89,61,220,12,0,0,0,0,,,,0,0.0,0,0,0,0
1,0,67,18,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,83,64,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,27,12,55,21,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,5,75,0,0,0,1,0,,,,0,0.0,1,1,1,0
0,25,16,159,0,0,0,0,0,,,,0,0.0,0,0,0,0
0,72,228,51,15,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,48,203,10,0,0,1,0,,,,0,0.0,1,1,0,0
1,41,346,100,22,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,45,14,53,0,0,0,0,,,,0,0.0,1,1,0,0
0,139,119,114,79,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,117,67,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,146,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,15,204,108,47,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,218,101,14,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,83,23,0,0,0,1,0,,,,0,0.0,1,1,0,0
1,39,74,49,25,1,1,1,0,,,,0,0.0,0,0,0,0
0,31,145,89,15,1,1,1,0,,,,0,0.0,0,0,0,0
1,41,250,315,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,91,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,41,229,22,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,30,43,84,129,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,58,81,2,0,0,0,0,,,,0,0.0,1,1,0,0
1,71,43,8,10,1,1,0,0,,,,0,0.0,0,0,0,1
1,64,92,34,123,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,57,3,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,40,96,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,84,348,204,49,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,222,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,31,46,108,52,1,1,0,0,,,,0,0.0,0,0,0,0
0,37,101,85,23,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,112,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,25,76,0,0,0,0,0,0,,,,0,0.0,0,0,0,1
0,112,112,124,42,1,1,0,0,,,,0,0.0,0,0,0,0
0,0,322,0,0,0,0,1,0,,,,0,0.0,1,1,0,1
1,0,58,109,36,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,79,186,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,169,38,17,2,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,48,33,0,0,0,1,0,,,,0,0.0,1,1,0,0
0,67,86,133,40,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,454,80,22,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,200,10,18,0,0,0,0,,,,0,0.0,1,1,0,0
1,41,204,18,22,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,77,91,11,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,28,75,51,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,115,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,61,95,94,89,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,347,54,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,0,29,112,5,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,235,65,140,0,0,1,0,,,,0,0.0,1,1,0,0
1,65,75,92,68,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,320,68,19,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,88,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,161,85,108,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,182,168,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,0,71,108,44,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,76,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,125,185,140,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,42,4,8,0,0,1,0,,,,0,0.0,1,1,0,1
0,384,103,111,14,1,1,1,0,,,,0,0.0,0,0,0,0
0,18,162,0,0,1,1,1,0,,,,0,0.0,0,0,0,1
1,0,248,91,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,94,39,22,12,1,1,0,0,,,,0,0.0,0,0,0,0
0,149,67,0,0,1,1,1,0,,,,0,0.0,0,0,0,1
1,75,59,28,31,1,1,0,0,,,,0,0.0,0,0,0,0
0,40,214,78,60,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,136,26,0,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,460,110,73,0,0,1,0,,,,0,0.0,1,1,0,0
0,77,58,12,2,1,1,1,0,,,,0,0.0,0,0,0,0
1,96,219,76,22,1,1,1,0,,,,0,0.0,0,0,0,0
0,126,45,144,19,1,1,1,0,,,,0,0.0,0,0,0,0
1,40,47,10,8,1,1,1,0,,,,0,0.0,0,0,0,0
0,28,121,63,34,1,1,1,0,,,,0,0.0,0,0,0,0
0,0,204,32,12,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,216,90,0,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,117,67,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,56,7,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,384,20,26,6,1,1,1,0,,,,0,0.0,0,0,0,0
0,40,159,62,14,1,1,1,0,,,,0,0.0,0,0,0,0
1,49,135,18,8,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,61,13,19,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,45,14,53,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,110,30,2,0,0,0,0,,,,0,0.0,1,1,0,0
0,25,131,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,94,118,26,16,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,94,63,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,590,54,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,82,183,73,147,1,1,0,0,,,,0,0.0,0,0,0,0
0,330,87,18,6,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,67,21,14,0,0,0,0,,,,0,0.0,1,1,0,0
1,125,107,160,65,1,1,1,0,,,,0,0.0,0,0,0,0
1,63,270,77,220,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,43,54,33,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,19,7,8,0,0,0,0,,,,0,0.0,1,1,0,1
0,162,266,83,73,1,1,0,0,,,,0,0.0,0,0,0,0
0,93,142,79,71,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,60,13,19,0,0,0,0,,,,0,0.0,1,1,0,0
0,63,266,171,4,0,0,0,0,,,,0,0.0,0,0,0,0
0,66,108,38,31,1,1,1,0,,,,0,0.0,0,0,0,0
1,125,300,39,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,91,0,4,0,0,0,0,,,,0,0.0,1,1,0,1
0,44,74,46,8,1,1,0,0,,,,0,0.0,0,0,0,0
0,143,114,103,383,1,1,1,0,,,,0,0.0,0,0,0,0
1,79,76,79,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,42,4,8,0,0,1,0,,,,0,0.0,1,1,0,1
0,55,121,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,130,199,17,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,65,250,82,57,1,1,1,0,,,,0,0.0,0,0,0,0
0,79,75,10,32,1,1,1,0,,,,0,0.0,0,0,0,0
1,125,101,297,114,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,43,6,9,0,0,0,0,,,,0,0.0,1,1,0,1
0,60,210,61,89,1,1,0,0,,,,0,0.0,0,0,0,0
0,267,253,95,79,1,1,1,0,,,,0,0.0,0,0,0,0
0,77,97,4,3,1,1,1,0,,,,0,0.0,0,0,0,1
1,0,151,34,32,0,0,0,0,,,,0,0.0,1,1,0,0
1,75,59,28,31,1,1,0,0,,,,0,0.0,0,0,0,0
0,179,212,75,57,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,490,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,22,103,20,30,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,245,98,0,0,0,0,0,,,,0,0.0,1,1,0,0
0,80,125,47,111,1,1,1,0,,,,0,0.0,0,0,0,0
1,77,90,18,6,1,1,1,0,,,,0,0.0,0,0,0,0
1,41,155,63,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,67,18,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,137,3,10,0,0,0,0,,,,0,0.0,1,1,0,1
1,41,295,81,22,1,1,0,0,,,,0,0.0,0,0,0,0
0,78,344,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,82,201,85,79,1,1,0,0,,,,0,0.0,0,0,0,0
0,104,158,47,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,31,55,66,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,58,229,247,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,37,98,102,23,1,1,0,0,,,,0,0.0,0,0,0,0
1,47,201,44,40,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,48,35,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,68,17,54,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,347,54,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,63,132,54,286,1,1,1,0,,,,0,0.0,0,0,0,0
1,47,201,44,40,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,67,18,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,111,185,75,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,10,43,16,3,1,1,1,0,,,,0,0.0,0,0,0,0
1,38,25,216,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,146,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
1,47,154,99,49,1,1,1,0,,,,0,0.0,0,0,0,0
1,81,93,88,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,124,232,45,30,1,1,1,0,,,,0,0.0,0,0,0,0
1,49,135,18,8,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,122,26,0,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,26,0,4,0,0,0,0,,,,0,0.0,1,1,0,1
1,0,224,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,131,72,131,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,35,129,154,85,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,44,17,80,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,401,144,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,63,0,26,0,0,0,0,,,,0,0.0,1,1,0,1
0,78,157,82,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,146,406,137,73,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,33,37,0,0,0,1,0,,,,0,0.0,1,1,0,0
1,0,53,3,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,0,49,86,25,0,0,1,0,,,,0,0.0,1,1,0,0
1,41,346,100,22,1,1,0,0,,,,0,0.0,0,0,0,0
0,60,153,22,217,1,1,0,0,,,,0,0.0,0,0,0,0
0,269,49,45,22,1,1,0,0,,,,0,0.0,0,0,0,0
0,42,135,0,0,1,1,1,0,,,,0,0.0,0,0,0,1
0,85,154,105,79,1,1,1,0,,,,0,0.0,0,0,0,0
0,54,235,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,78,149,79,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,0,84,29,19,0,0,0,0,,,,0,0.0,1,1,0,0
1,64,302,142,81,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,42,4,8,0,0,1,0,,,,0,0.0,1,1,0,1
0,20,137,62,6,1,1,1,0,,,,0,0.0,0,0,0,0
1,75,59,28,31,1,1,0,0,,,,0,0.0,0,0,0,0
0,277,47,48,114,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,112,0,0,0,0,0,0,,,,0,0.0,1,1,0,1
0,56,120,161,0,1,1,1,0,,,,0,0.0,0,0,0,0
1,39,74,49,25,1,1,1,0,,,,0,0.0,0,0,0,0
0,25,87,0,0,0,0,0,0,,,,0,0.0,0,0,0,1
1,0,24,86,76,0,0,0,0,,,,0,0.0,1,1,0,0
0,64,153,37,0,1,1,0,0,,,,0,0.0,0,0,0,0
0,68,235,133,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,320,68,19,0,0,0,0,,,,0,0.0,1,1,0,0
1,0,67,43,19,0,0,0,0,,,,0,0.0,1,1,0,0
0,25,100,0,0,0,0,0,0,,,,0,0.0,0,0,0,1
0,91,90,332,0,1,1,0,0,,,,0,0.0,0,0,0,0
1,0,51,36,0,0,0,0,0,,,,0,0.0,1,1,0,0
1,125,263,147,114,1,1,1,0,,,,0,0.0,0,0,0,0
0,98,151,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
0,169,121,14,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,86,71,60,0,1,1,1,0,,,,0,0.0,0,0,0,0
0,128,95,26,6,1,1,1,0,,,,0,0.0,0,0,0,0
0,75,257,30,58,1,1,1,0,,,,0,0.0,0,0,0,0
1,0,130,0,59,0,0,0,0,,,,0,0.0,1,1,0,1
0,33,352,123,22,1,1,1,0,,,,0,0.0,0,0,0,0
0,54,2027,0,0,1,1,0,0,,,,0,0.0,0,0,0,1
1,111,282,143,84,1,1,1,0,,,,0,0.0,0,0,0,0
